0.00, 0.00, 0.00
0.10, 2.82, 0.98
0.20, 5.64, 1.86
0.30, 8.46, 2.64
0.40, 11.28, 3.32
0.50, 14.10, 3.91
0.60, 16.91, 4.39
0.70, 19.73, 4.78
0.80, 22.55, 5.07
0.90, 25.37, 5.27
1.00, 28.19, 5.36
1.10, 31.01, 5.36
1.20, 33.83, 5.26
1.30, 36.65, 5.06
1.40, 39.47, 4.76
1.50, 42.29, 4.37
1.60, 45.11, 3.87
1.70, 47.92, 3.28
1.80, 50.74, 2.59
1.90, 53.56, 1.81
2.00, 56.38, 0.92
2.10, 59.20, -0.06
