0.00, 0.00, 0.00
0.10, 1.06, 1.01
0.20, 2.12, 1.93
0.30, 3.18, 2.74
0.40, 4.24, 3.46
0.50, 5.30, 4.08
0.60, 6.36, 4.60
0.70, 7.42, 5.02
0.80, 8.49, 5.35
0.90, 9.55, 5.58
1.00, 10.61, 5.71
1.10, 11.67, 5.74
1.20, 12.73, 5.67
1.30, 13.79, 5.51
1.40, 14.85, 5.25
1.50, 15.91, 4.88
1.60, 16.97, 4.43
1.70, 18.03, 3.87
1.80, 19.09, 3.22
1.90, 20.15, 2.46
2.00, 21.21, 1.61
2.10, 22.27, 0.66
2.20, 23.33, -0.38
